MassAniso: 0.207901
RelativeDielectric: 11.4

Energy SU(meV): 19.9437
Length SU(nm): 3.16673


PotentialIdx,Exponent,Coefficient(Real),Coefficient(Imag),Symmetry,
0,-1,-2,0,

SolidAngleFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

SlaterFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0

GaussFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0


WavefunctionType: 1

BasisIdx,m,l,k,Azimuth,Symmetry,
0,0,0,0,1,A1
1,0,0,1,1,A1
2,0,0,2,1,A1
3,0,0,3,1,A1
4,0,2,0,1,A1
5,0,2,1,1,A1
6,0,2,2,1,A1
7,0,2,3,1,A1
8,0,4,0,1,A1
9,0,4,1,1,A1
10,0,4,2,1,A1
11,0,4,3,1,A1
12,0,6,0,1,A1
13,0,6,1,1,A1
14,0,6,2,1,A1
15,0,6,3,1,A1


Radius0(AU),Aniso0,Energy0(AU),Variance0,Energy1(AU),Variance1,Energy2(AU),Variance2,Energy3(AU),Variance3,Energy4(AU),Variance4,Energy5(AU),Variance5,Energy6(AU),Variance6,Energy7(AU),Variance7,Energy8(AU),Variance8,Energy9(AU),Variance9,Energy10(AU),Variance10,Energy11(AU),Variance11,Energy12(AU),Variance12,Energy13(AU),Variance13,Energy14(AU),Variance14,Energy15(AU),Variance15,Del
0.05,1.13281,14.7418,49.5538,35.2007,8.15743,58.9386,2.29001,75.1647,5.16065,93.6207,1.0199,126.142,2.90681,183.235,1.64814,198.657,2.75679,233.855,0.754359,319.029,1.6232,474.445,0.781962,533.408,0.836098,627.731,1.37189,912.745,1.0408,1343.47,0.864546,2913.13,2.13181,0
0.05,1.15215,15.0543,49.0664,35.7373,7.82856,59.3736,2.24923,77.1206,5.07077,93.8283,1.01413,127.522,2.90768,183.883,1.73351,203.641,2.54508,234.072,0.75151,323.028,1.61967,476.542,0.812339,544.052,0.754754,628.857,1.40653,920.696,1.00264,1348.67,0.857684,2920.42,2.13398,0
0.05,1.17148,15.3655,48.5998,36.2843,7.51545,59.8206,2.20713,79.1081,4.98744,94.042,1.00843,128.926,2.9061,184.514,1.78794,208.738,2.3702,234.297,0.749036,327.058,1.61372,478.584,0.836875,554.879,0.682328,630.059,1.44193,928.781,0.96546,1354.02,0.850753,2927.9,2.13621,0
0.05,1.19082,15.6753,48.1523,36.8414,7.21767,60.28,2.16417,81.1267,4.91029,94.2623,1.00285,130.354,2.90229,185.143,1.82391,213.935,2.21863,234.533,0.747372,331.12,1.60556,480.592,0.85691,565.826,0.61755,631.371,1.4777,936.998,0.929269,1359.51,0.843752,2935.57,2.13848,0
0.05,1.21016,15.9835,47.7224,37.4085,6.93479,60.752,2.12067,83.1754,4.83894,94.4892,0.997547,131.806,2.89644,185.776,1.84792,219.223,2.08232,234.778,0.747564,335.218,1.5954,482.582,0.87342,576.817,0.560407,632.851,1.51258,945.345,0.894087,1365.15,0.836679,2943.43,2.14081,0
0.05,1.22949,16.2901,47.3088,37.9853,6.66637,61.237,2.07694,85.2533,4.77293,94.7233,0.992784,133.283,2.88872,186.417,1.86357,224.598,1.95386,235.037,0.752898,339.351,1.58341,484.561,0.887113,587.733,0.513582,634.603,1.54292,953.816,0.859928,1370.96,0.829531,2951.49,2.14319,0
0.05,1.24883,16.5948,46.9103,38.5717,6.41196,61.7353,2.03321,87.3594,4.71146,94.9651,0.98923,134.784,2.87927,187.068,1.87301,230.043,1.81255,235.32,0.781467,343.522,1.56977,486.538,0.898509,598.362,0.486694,636.828,1.55834,962.409,0.826804,1376.92,0.822305,2959.74,2.14562,0
0.05,1.26816,16.8976,46.5258,39.1672,6.1711,62.247,1.98968,89.492,4.65249,95.2158,0.9888,136.309,2.8682,187.73,1.87759,235.087,0.91671,236.1,1.57318,347.733,1.55464,488.516,0.907994,608.301,0.506264,639.92,1.5317,971.12,0.794725,1383.05,0.814998,2968.19,2.1481,0
0.05,1.2875,17.1985,46.1544,39.7716,5.94331,62.7726,1.94653,91.6472,4.58833,95.4786,0.999111,137.858,2.85561,188.405,1.87818,235.774,0.666149,241.331,1.72694,351.984,1.53816,490.499,0.915862,616.854,0.621054,644.566,1.41373,979.945,0.763698,1389.35,0.807608,2976.84,2.15062,0
0.05,1.30684,17.4972,45.7951,40.3847,5.72811,63.3121,1.9039,93.809,4.46052,95.7689,1.07854,139.432,2.84157,189.094,1.87534,236.085,0.678914,247.031,1.62375,356.276,1.52047,492.491,0.922338,623.3,0.841024,651.48,1.19408,988.88,0.733731,1395.82,0.80013,2985.7,2.15319,0
0.05,1.32617,17.7939,45.4471,41.0061,5.52502,63.8658,1.86193,95.6878,2.43724,96.3758,3.05887,141.03,2.82615,189.798,1.86949,236.391,0.68053,252.828,1.53733,360.611,1.50169,494.492,0.9276,627.658,1.07308,660.635,0.965468,997.92,0.704829,1402.47,0.792563,2994.76,2.1558,0
0.05,1.34551,18.0883,45.1099,41.6354,5.33355,64.4338,1.82073,96.1967,1.02904,98.3854,4.42953,142.653,2.80937,190.516,1.86087,236.704,0.678567,258.71,1.45949,364.99,1.48193,496.504,0.931787,630.626,1.24915,671.328,0.795697,1007.06,0.676994,1409.31,0.784903,3004.03,2.15846,0
0.05,1.36484,18.3805,44.7826,42.2723,5.1532,65.0165,1.78041,96.5054,0.961102,100.627,4.46532,144.3,2.79127,191.251,1.84968,237.026,0.674976,264.675,1.3878,369.413,1.46128,498.529,0.935013,632.83,1.37334,682.928,0.680393,1016.3,0.650229,1416.34,0.777146,3013.51,2.16115,0
0.05,1.38418,18.6704,44.4648,42.9165,4.98349,65.6138,1.74104,96.8056,0.941847,102.909,4.45781,145.972,2.77184,192.003,1.83603,237.358,0.670473,270.721,1.32111,373.881,1.43983,500.568,0.93737,634.624,1.46488,695.075,0.600121,1025.63,0.624535,1423.57,0.769291,3023.21,2.16388,0
0.05,1.40352,18.9581,44.156,43.5676,4.82393,66.2261,1.70272,97.1096,0.930525,105.218,4.44779,147.669,2.75108,192.772,1.82001,237.701,0.665383,276.846,1.25873,378.394,1.41766,502.621,0.938936,636.188,1.53713,707.582,0.54132,1035.05,0.599911,1431,0.761335,3033.13,2.16665,0
0.05,1.42285,19.2434,43.8558,44.2252,4.67404,66.8533,1.6655,97.4203,0.921478,107.549,4.44095,149.39,2.72897,193.56,1.80167,238.055,0.659876,283.051,1.20017,382.954,1.39484,504.69,0.939775,637.618,1.59778,720.348,0.496147,1044.56,0.576357,1438.63,0.753276,3043.27,2.16945,0
0.05,1.44219,19.5264,43.5636,44.8889,4.53334,67.4957,1.62946,97.7388,0.913275,109.901,4.43875,151.136,2.70547,194.367,1.78102,238.42,0.654051,289.333,1.14507,387.561,1.37142,506.775,0.939943,638.967,1.65119,733.316,0.460096,1054.14,0.553868,1446.48,0.745113,3053.63,2.17227,0
0.05,1.46152,19.8071,43.2792,45.5584,4.40138,68.1533,1.59464,98.066,0.905426,112.271,4.44176,152.907,2.68051,195.195,1.75807,238.798,0.647971,295.693,1.0931,392.215,1.34746,508.877,0.93949,640.268,1.69992,746.447,0.430476,1063.8,0.532441,1454.55,0.736847,3064.21,2.17513,0
0.05,1.48086,20.0854,43.0023,46.2333,4.27769,68.8261,1.56109,98.4023,0.89773,114.659,4.45024,154.703,2.65405,196.044,1.73284,239.189,0.641681,302.128,1.04401,396.916,1.32301,510.996,0.938459,641.541,1.74555,759.717,0.405597,1073.53,0.512069,1462.84,0.728477,3075.03,2.178,0
0.05,1.5002,20.3614,42.7326,46.9132,4.16183,69.5142,1.52884,98.7481,0.890091,117.061,4.46435,156.524,2.62599,196.916,1.70531,239.592,0.63521,308.639,0.997563,401.665,1.29809,513.133,0.936888,642.798,1.7891,773.107,0.384345,1083.33,0.492746,1471.36,0.720007,3086.08,2.1809,0
0.05,1.51953,20.6351,42.4698,47.5978,4.05339,70.2177,1.49794,99.1037,0.882462,119.477,4.48423,158.37,2.59625,197.812,1.67549,240.009,0.628584,315.225,0.953565,406.462,1.27274,515.288,0.934815,644.051,1.83125,786.602,0.365955,1093.18,0.474462,1480.12,0.711439,3097.37,2.18381,0
0.05,1.53887,20.9064,42.2137,48.2866,3.95194,70.9364,1.4684,99.4697,0.874817,121.905,4.50998,160.241,2.56472,198.734,1.64336,240.439,0.621823,321.883,0.911832,411.307,1.24697,517.463,0.932273,645.305,1.87247,800.189,0.349879,1103.1,0.457207,1489.12,0.702779,3108.9,2.18673,0
0.05,1.5582,21.1755,41.9642,48.9794,3.8571,71.6704,1.44024,99.8465,0.867142,124.342,4.54169,162.137,2.5313,199.682,1.60894,240.884,0.614943,328.614,0.872204,416.199,1.22081,519.657,0.929295,646.567,1.9131,813.859,0.335711,1113.07,0.440967,1498.37,0.694033,3120.67,2.18966,0
0.05,1.57754,21.4423,41.7209,49.6757,3.76848,72.4194,1.41348,100.234,0.85943,126.785,4.57942,164.059,2.49588,200.659,1.57225,241.344,0.607958,335.415,0.834535,421.14,1.19426,521.872,0.925911,647.84,1.95339,827.6,0.323142,1123.09,0.425728,1507.88,0.685209,3132.69,2.19259,0
0.05,1.59688,21.7069,41.4838,50.3753,3.68572,73.1835,1.38813,100.634,0.851678,129.233,4.62322,166.006,2.45834,201.666,1.53332,241.819,0.600883,342.286,0.798693,426.128,1.16732,524.108,0.922152,649.129,1.99353,841.405,0.311928,1133.16,0.411473,1517.64,0.676318,3144.95,2.19552,0
0.05,1.61621,21.9693,41.2528,51.0777,3.60848,73.9623,1.36419,101.045,0.843885,131.683,4.67312,167.979,2.41858,202.706,1.49221,242.311,0.593729,349.225,0.764559,431.163,1.13999,526.366,0.918051,650.437,2.03367,855.265,0.301876,1143.28,0.398183,1527.67,0.667371,3157.48,2.19845,0
0.05,1.63555,22.2294,41.0275,51.7828,3.53643,74.7557,1.34165,101.47,0.836054,134.131,4.72909,169.977,2.37648,203.781,1.44901,242.819,0.586506,356.23,0.732024,436.245,1.11227,528.647,0.913638,651.767,2.07394,869.17,0.292826,1153.44,0.385835,1537.96,0.658385,3170.26,2.20137,0
0.05,1.65488,22.4874,40.8081,52.4902,3.46927,75.5634,1.32051,101.907,0.828187,136.575,4.79105,172,2.33197,204.892,1.40385,243.344,0.579227,363.299,0.70099,441.373,1.08413,530.953,0.908946,653.121,2.11442,883.113,0.284648,1163.64,0.374407,1548.53,0.649374,3183.3,2.20427,0
0.05,1.67422,22.7433,40.5942,53.1996,3.40669,76.385,1.30075,102.358,0.82029,139.011,4.85888,174.049,2.28498,206.044,1.35687,243.888,0.571898,370.431,0.67137,446.546,1.05557,533.285,0.904009,654.503,2.15518,897.084,0.277232,1173.88,0.363873,1559.38,0.640358,3196.6,2.20715,0
0.05,1.69355,22.9971,40.3858,53.9108,3.34843,77.2202,1.28236,102.823,0.81237,141.436,4.93236,176.124,2.23548,207.237,1.30828,244.451,0.56453,377.624,0.643082,451.764,1.02656,535.644,0.89886,655.915,2.1963,911.077,0.270484,1184.16,0.354202,1570.5,0.631358,3210.18,2.21,0
0.05,1.71289,23.2488,40.1829,54.6235,3.29423,78.0686,1.26531,103.303,0.804433,143.847,5.01119,178.224,2.18349,208.476,1.25833,245.033,0.55713,384.875,0.616056,457.024,0.997068,538.032,0.893538,657.36,2.23783,925.081,0.264325,1194.48,0.345366,1581.92,0.622395,3224.02,2.21282,0
0.05,1.73223,23.4984,39.9852,55.3374,3.24383,78.9296,1.24957,103.798,0.796491,146.238,5.09498,180.348,2.12906,209.764,1.20732,245.636,0.549704,392.18,0.590228,462.326,0.967069,540.452,0.888078,658.84,2.2798,939.089,0.258687,1204.84,0.33733,1593.62,0.613494,3238.15,2.21561,0
0.05,1.75156,23.7461,39.7928,56.0524,3.19702,79.8027,1.23512,104.31,0.788555,148.607,5.18321,182.497,2.07232,211.103,1.1556,246.262,0.542258,399.539,0.565543,467.667,0.93653,542.906,0.88252,660.359,2.32225,953.09,0.253511,1215.25,0.330061,1605.61,0.604681,3252.55,2.21835,0
0.05,1.7709,23.9918,39.6054,56.7682,3.15357,80.6873,1.22191,104.839,0.780638,150.949,5.27525,184.67,2.01346,212.498,1.10358,246.91,0.534796,406.946,0.541954,473.044,0.90542,545.398,0.876904,661.919,2.36519,967.077,0.248746,1225.7,0.323521,1617.89,0.595984,3267.24,2.22104,0
0.05,1.79023,24.2356,39.4231,57.4846,3.1133,81.5828,1.2099,105.386,0.772756,153.26,5.37035,186.865,1.95275,213.952,1.0517,247.583,0.52732,414.399,0.519418,478.456,0.87371,547.932,0.871266,663.525,2.40865,981.038,0.244348,1236.2,0.317671,1630.46,0.58743,3282.21,2.22368,0
0.05,1.80957,24.4775,39.2457,58.2016,3.076,82.4884,1.19904,105.951,0.764929,155.536,5.46763,189.083,1.89054,215.469,1.00047,248.282,0.51983,421.893,0.497901,483.898,0.841376,550.512,0.865643,665.178,2.45261,994.965,0.240279,1246.76,0.312473,1643.33,0.579048,3297.48,2.22626,0
0.05,1.82891,24.7175,39.0733,58.9188,3.04151,83.4034,1.18929,106.536,0.757177,157.772,5.56611,191.321,1.82726,217.052,0.950394,249.008,0.512325,429.423,0.477375,489.367,0.808405,553.144,0.860065,666.884,2.49708,1008.85,0.236508,1257.37,0.307885,1656.49,0.570868,3313.05,2.22877,0
0.05,1.84824,24.9558,38.9055,59.6361,3.00967,84.3269,1.18059,107.141,0.749524,159.966,5.66474,193.579,1.7634,218.704,0.90202,249.764,0.504801,436.985,0.457819,494.855,0.7748,555.835,0.854552,668.646,2.54202,1022.68,0.233008,1268.05,0.303866,1669.95,0.56292,3328.91,2.2312,0
0.05,1.86758,25.1922,38.7426,60.3535,2.98031,85.258,1.17288,107.768,0.741997,162.112,5.76239,195.854,1.69955,220.43,0.855873,250.552,0.497251,444.573,0.439215,500.359,0.740594,558.593,0.849108,670.468,2.5874,1036.44,0.229754,1278.8,0.300373,1683.7,0.555232,3345.08,2.23355,0
0.05,1.88691,25.4269,38.5842,61.0707,2.9533,86.1958,1.1661,108.417,0.734626,164.208,5.85791,198.144,1.63632,222.232,0.812451,251.374,0.489667,452.179,0.421552,505.869,0.705856,561.429,0.843711,672.355,2.63315,1050.12,0.22673,1289.63,0.297364,1697.75,0.547833,3361.55,2.23582,0
0.05,1.90625,25.6599,38.4304,61.7877,2.92851,87.1395,1.16019,109.09,0.727445,166.251,5.95017,200.448,1.57439,224.112,0.772205,252.233,0.482036,459.796,0.40482,511.376,0.670712,564.354,0.838305,674.313,2.6792,1063.72,0.22392,1300.54,0.294797,1712.08,0.540752,3378.34,2.238,0
0.05,1.92559,25.8912,38.2811,62.5043,2.9058,88.0879,1.15508,109.787,0.720489,168.237,6.03811,202.762,1.51443,226.072,0.735511,253.134,0.474345,467.416,0.389011,516.87,0.635365,567.382,0.832779,676.348,2.72545,1077.22,0.221311,1311.55,0.292628,1726.7,0.534015,3395.44,2.24007,0
0.05,1.94492,26.1209,38.1363,63.2205,2.88507,89.0401,1.1507,110.51,0.713797,170.166,6.12075,205.084,1.45713,228.113,0.702653,254.078,0.466577,475.027,0.374118,522.337,0.600118,570.53,0.82696,678.465,2.77175,1090.61,0.218896,1322.67,0.290818,1741.61,0.527647,3412.86,2.24204,0
0.05,1.96426,26.349,37.9958,63.9361,2.86619,89.995,1.14698,111.259,0.70741,172.034,6.19726,207.412,1.40311,230.235,0.673816,255.073,0.458716,482.619,0.36013,527.764,0.565393,573.818,0.820591,680.671,2.81792,1103.88,0.216669,1333.9,0.289324,1756.8,0.521673,3430.61,2.24389,0
0.05,1.98359,26.5755,37.8596,64.6509,2.84908,90.9518,1.14384,112.036,0.701369,173.842,6.26698,209.742,1.35295,232.434,0.64907,256.123,0.450748,490.177,0.347034,533.136,0.531754,577.266,0.813328,682.975,2.86374,1117.01,0.214625,1345.26,0.288109,1772.28,0.516114,3448.68,2.24563,0
0.05,2.00293,26.8005,37.7276,65.3651,2.83362,91.9092,1.14122,112.841,0.695718,175.588,6.32944,212.072,1.30714,234.707,0.628384,257.235,0.442665,497.684,0.334807,538.436,0.499901,580.899,0.804757,685.386,2.90894,1130.01,0.212763,1356.75,0.287135,1788.03,0.510991,3467.09,2.24724,0
0.05,2.02227,27.0239,37.5998,66.0783,2.81973,92.8665,1.13904,113.676,0.690499,177.272,6.38436,214.4,1.26608,237.049,0.611624,258.419,0.434474,505.122,0.323419,543.652,0.470633,584.741,0.794434,687.912,2.95316,1142.85,0.211082,1368.38,0.286367,1804.05,0.506321,3485.83,2.24872,0
0.05,2.0416,27.2459,37.4761,66.7907,2.80733,93.8228,1.13724,114.542,0.685752,178.896,6.43165,216.723,1.23001,239.451,0.598565,259.684,0.426208,512.466,0.312838,548.773,0.44477,588.814,0.781981,690.564,2.99599,1155.52,0.209584,1380.17,0.285771,1820.34,0.50212,3504.91,2.25006,0
0.05,2.06094,27.4665,37.3565,67.502,2.79633,94.7771,1.13576,115.439,0.681514,180.459,6.47139,219.038,1.19907,241.901,0.588898,261.044,0.41794,519.687,0.303031,553.798,0.423027,593.137,0.767212,693.355,3.0369,1168.03,0.208269,1392.13,0.285318,1836.9,0.498402,3524.34,2.25126,0
0.05,2.08027,27.6857,37.2408,68.2122,2.78665,95.7287,1.13453,116.368,0.677818,181.964,6.50382,221.343,1.17323,244.386,0.582229,262.512,0.409813,526.749,0.293988,558.737,0.405867,597.723,0.75028,696.296,3.07528,1180.35,0.207139,1404.25,0.28498,1853.72,0.495179,3544.11,2.25231,0
0.05,2.09961,27.9035,37.129,68.9213,2.77822,96.6771,1.13352,117.331,0.674692,183.411,6.52933,223.635,1.15236,246.89,0.578077,264.107,0.402058,533.609,0.285753,563.613,0.39337,602.579,0.731781,699.404,3.1104,1192.49,0.206195,1416.55,0.284734,1870.79,0.492459,3564.23,2.2532,0
0.05,2.11895,28.1199,37.0211,69.6291,2.77097,97.6216,1.13267,118.326,0.672156,184.803,6.54837,225.913,1.1362,249.392,0.575874,265.849,0.395019,540.214,0.278465,568.467,0.385168,607.699,0.712784,702.693,3.14139,1204.43,0.205439,1429.05,0.284559,1888.11,0.49025,3584.71,2.25394,0
0.05,2.13828,28.3351,36.917,70.3355,2.76484,98.5619,1.13196,119.356,0.670224,186.142,6.56148,228.173,1.12437,251.875,0.574985,267.757,0.389141,546.507,0.272405,573.354,0.380482,613.071,0.694759,706.18,3.16728,1216.17,0.204871,1441.73,0.284439,1905.68,0.488557,3605.55,2.25451,0
0.05,2.15762,28.549,36.8166,71.0406,2.75976,99.4978,1.13136,120.419,0.668899,187.43,6.56925,230.412,1.11643,254.318,0.574774,269.85,0.384911,552.427,0.267987,578.334,0.378259,618.676,0.679428,709.884,3.18696,1227.72,0.204488,1454.61,0.284361,1923.49,0.487383,3626.75,2.25491,0
0.05,2.17695,28.7616,36.7199,71.7442,2.75568,100.429,1.13086,121.517,0.668178,188.669,6.57226,232.628,1.11186,256.709,0.574731,272.144,0.382737,557.923,0.265649,583.465,0.377432,624.488,0.668592,713.825,3.19925,1239.05,0.204288,1467.68,0.284317,1941.54,0.486728,3648.31,2.25513,0
0.05,2.19629,28.973,36.6269,72.4462,2.75254,101.355,1.13046,122.649,0.668049,189.862,6.5711,234.816,1.11011,259.041,0.574597,274.645,0.382817,562.966,0.265651,588.782,0.377253,630.479,0.663956,718.023,3.20293,1250.19,0.204269,1480.96,0.284301,1959.82,0.486593,3670.25,2.25517,0
0.05,2.21562,29.1832,36.5374,73.1466,2.75028,102.277,1.13015,123.816,0.668493,191.011,6.56636,236.975,1.11062,261.315,0.574438,277.352,0.385064,567.56,0.267904,594.29,0.377534,636.622,0.666984,722.498,3.19678,1261.12,0.204423,1494.45,0.284312,1978.33,0.486974,3692.55,2.25504,0
0.05,2.23496,29.3923,36.4514,73.8453,2.74887,103.195,1.12995,125.016,0.669484,192.119,6.55857,239.099,1.11283,263.541,0.57459,280.258,0.389141,571.736,0.272004,599.964,0.378651,642.889,0.67876,727.271,3.17975,1271.84,0.204746,1508.13,0.284351,1997.06,0.487867,3715.23,2.25471,0
0.05,2.2543,29.6002,36.3688,74.5423,2.74823,104.109,1.12989,126.25,0.67099,193.188,6.54823,241.187,1.1162,265.736,0.575529,283.346,0.394586,575.544,0.277422,605.759,0.381346,649.255,0.699884,732.361,3.15101,1282.37,0.20523,1522.01,0.284422,2016.01,0.489266,3738.29,2.2542,0
0.05,2.27363,29.807,36.2897,75.2374,2.74835,105.019,1.12997,127.518,0.672975,194.221,6.5358,243.235,1.12026,267.917,0.577723,286.601,0.400934,579.04,0.283702,611.624,0.386511,655.699,0.730366,737.786,3.11011,1292.7,0.205867,1536.09,0.284533,2035.18,0.491165,3761.73,2.25349,0
0.05,2.29297,30.0127,36.2139,75.9306,2.74916,105.926,1.13023,128.818,0.6754,195.218,6.5217,245.24,1.12459,270.101,0.581541,290.004,0.407798,582.277,0.290547,617.507,0.395045,662.205,0.769573,743.561,3.05706,1302.84,0.206649,1550.37,0.284691,2054.55,0.493555,3785.56,2.25259,0
0.05,2.3123,30.2174,36.1414,76.6218,2.75064,106.831,1.13071,130.15,0.678224,196.183,6.5063,247.202,1.12886,272.304,0.587206,293.54,0.414897,585.302,0.29781,623.365,0.407803,668.759,0.81623,749.695,2.99242,1312.8,0.207566,1564.83,0.284908,2074.13,0.496425,3809.78,2.25149,0
0.05,2.33164,30.421,36.0722,77.3111,2.75274,107.734,1.13142,131.514,0.681404,197.117,6.48992,249.118,1.13284,274.541,0.594799,297.194,0.42204,588.149,0.305459,629.161,0.425547,675.356,0.868494,756.195,2.9173,1322.57,0.208611,1579.47,0.285194,2093.91,0.499766,3834.38,2.25019,0
0.05,2.35098,30.6237,36.0061,77.9982,2.75544,108.636,1.1324,132.909,0.684901,198.022,6.47284,250.989,1.13639,276.82,0.604278,300.954,0.42911,590.85,0.313526,634.867,0.448906,681.993,0.924115,763.063,2.83327,1332.18,0.209774,1594.29,0.285562,2113.89,0.503565,3859.38,2.24869,0
0.05,2.37031,30.8253,35.9432,78.6833,2.75869,109.538,1.13368,134.334,0.688674,198.9,6.45533,252.815,1.13946,279.15,0.6155,304.81,0.436039,593.426,0.322077,640.461,0.478311,688.671,0.980662,770.297,2.74226,1341.62,0.211048,1609.29,0.286025,2134.06,0.50781,3884.78,2.24699,0
0.05,2.38965,31.026,35.8834,79.3661,2.76247,110.44,1.13528,135.788,0.692684,199.752,6.43758,254.597,1.14208,281.537,0.62825,308.754,0.442789,595.895,0.331192,645.928,0.513941,695.395,1.03576,777.887,2.64638,1350.9,0.212426,1624.45,0.286595,2154.43,0.512487,3910.57,2.24509,0
0.05,2.40898,31.2257,35.8266,80.0468,2.76675,111.343,1.13724,137.272,0.696896,200.581,6.41977,256.339,1.14431,283.983,0.64227,312.779,0.449341,598.273,0.340953,651.259,0.555679,702.173,1.08734,785.824,2.54773,1360.03,0.213901,1639.77,0.287286,2174.98,0.517581,3936.76,2.24299,0
0.05,2.42832,31.4246,35.7729,80.7251,2.77151,112.248,1.13957,138.783,0.701276,201.387,6.40208,258.042,1.14629,286.489,0.657283,316.879,0.455688,600.569,0.351433,656.447,0.603108,709.011,1.13378,794.093,2.44825,1369.02,0.215468,1655.24,0.28811,2195.71,0.523077,3963.36,2.24068,0
0.05,2.44766,31.6225,35.722,81.4012,2.77672,113.155,1.14229,140.322,0.705795,202.171,6.38462,259.71,1.14813,289.056,0.673012,321.05,0.461831,602.793,0.362697,661.493,0.655542,715.918,1.17399,802.679,2.34966,1377.88,0.21712,1670.85,0.28908,2216.62,0.528961,3990.37,2.23818,0
0.05,2.46699,31.8196,35.6741,82.075,2.78237,114.065,1.14542,141.887,0.710424,202.936,6.36751,261.346,1.14998,291.684,0.689196,325.288,0.467771,604.953,0.374799,666.399,0.712085,722.9,1.20743,811.564,2.25334,1386.61,0.218856,1686.6,0.290208,2237.72,0.535216,4017.78,2.23548,0
0.05,2.48633,32.0158,35.629,82.7464,2.78843,114.979,1.14897,143.479,0.71514,203.682,6.35083,262.954,1.15196,294.37,0.705601,329.589,0.473513,607.054,0.387781,671.17,0.771712,729.963,1.23402,820.731,2.16032,1395.22,0.22067,1702.49,0.291504,2258.98,0.541825,4045.59,2.23258,0
0.05,2.50566,32.2112,35.5867,83.4154,2.79489,115.898,1.15295,145.096,0.71992,204.41,6.33467,264.537,1.15418,297.114,0.722023,333.95,0.479063,609.101,0.401674,675.815,0.833356,737.11,1.25407,830.164,2.07134,1403.72,0.222562,1718.5,0.292981,2280.42,0.548772,4073.82,2.22948,0
0.05,2.525,32.4058,35.5471,84.0821,2.80173,116.821,1.15737,146.737,0.724745,205.121,6.31909,266.099,1.15672,299.913,0.738297,338.369,0.484426,611.099,0.416499,680.344,0.895981,744.345,1.26811,839.845,1.98687,1412.11,0.224529,1734.63,0.294648,2302.03,0.556039,4102.47,2.22619,0
0.05,2.54434,32.5996,35.5103,84.7464,2.80895,117.75,1.16223,148.403,0.729598,205.817,6.30413,267.643,1.15965,302.764,0.754286,342.844,0.489608,613.051,0.432267,684.766,0.958645,751.668,1.27684,849.76,1.90714,1420.4,0.226571,1750.88,0.296515,2323.81,0.563609,4131.52,2.22272,0
0.05,2.56367,32.7926,35.4762,85.4083,2.81652,118.684,1.16753,150.093,0.734464,206.498,6.28984,269.173,1.16301,305.666,0.769887,347.373,0.494615,614.961,0.448981,689.092,1.02053,759.081,1.28099,859.894,1.83222,1428.59,0.228687,1767.23,0.298592,2345.75,0.571464,4160.99,2.21905,0
0.05,2.58301,32.9849,35.4446,86.0678,2.82446,119.626,1.17327,151.806,0.739332,207.164,6.27626,270.69,1.16683,308.617,0.785023,351.955,0.499452,616.831,0.466634,693.334,1.08097,766.581,1.2813,870.235,1.76205,1436.7,0.230878,1783.69,0.300886,2367.86,0.579587,4190.88,2.21521,0
0.05,2.60234,33.1765,35.4157,86.725,2.83274,120.574,1.17945,153.541,0.744189,207.818,6.2634,272.198,1.17112,311.614,0.799638,356.587,0.504125,618.663,0.485215,697.502,1.13943,774.168,1.27846,880.77,1.69647,1444.73,0.233145,1800.25,0.303406,2390.13,0.58796,4221.19,2.21118,0
0.05,2.62168,33.3673,35.3893,87.3799,2.84136,121.529,1.18606,155.299,0.749027,208.459,6.25128,273.699,1.17588,314.656,0.813696,361.269,0.508639,620.46,0.504706,701.606,1.19552,781.841,1.27307,891.488,1.63528,1452.68,0.235489,1816.9,0.306159,2412.56,0.596566,4251.91,2.20698,0
0.05,2.64102,33.5574,35.3654,88.0325,2.85032,122.492,1.1931,157.078,0.753839,209.088,6.23992,275.196,1.1811,317.741,0.827177,366,0.512999,622.223,0.525085,705.655,1.24899,789.597,1.26567,902.381,1.57822,1460.56,0.237913,1833.64,0.309152,2435.15,0.605386,4283.05,2.20261,0
